TreeId,MAP,Site,IdGenotype,sum_of_fruit,Cumulated_n_fruit_mes,Date
TOWE_POGP37_2_GE02_14_18,51,TOWE,GE02,337.0,1442,2016-09-13
TOWE_POGP37_2_GE02_14_18,57,TOWE,GE02,144.0,1586,2017-03-07
TOWE_POGP37_2_GE02_14_18,60,TOWE,GE02,540.0,2126,2017-06-06
TOWE_POGP37_2_GE02_14_18,62,TOWE,GE02,361.0,2487,2017-08-01
TOWE_POGP37_2_GE02_14_18,63,TOWE,GE02,663.0,3150,2017-09-19
TOWE_POGP37_2_GE02_14_18,64,TOWE,GE02,720.0,3870,2017-10-03
TOWE_POGP37_2_GE02_14_18,69,TOWE,GE02,817.0,4687,2018-03-06
TOWE_POGP37_2_GE02_14_18,70,TOWE,GE02,467.0,5154,2018-04-03
TOWE_POGP37_2_GE02_14_18,74,TOWE,GE02,644.0,5798,2018-08-07
TOWE_POGP37_2_GE02_14_18,75,TOWE,GE02,820.0,6618,2018-09-04
TOWE_POGP37_2_GE02_14_18,76,TOWE,GE02,770.0,7388,2018-10-02
TOWE_POGP37_2_GE02_14_18,80,TOWE,GE02,1094.0,8482,2019-02-05
TOWE_POGP37_2_GE02_14_18,81,TOWE,GE02,955.0,9437,2019-03-05
TOWE_POGP37_2_GE02_14_18,82,TOWE,GE02,962.0,10399,2019-04-02
TOWE_POGP37_2_GE02_14_18,93,TOWE,GE02,790.0,11189,2020-03-03
TOWE_POGP37_2_GE02_14_18,94,TOWE,GE02,1250.0,12439,2020-04-07
TOWE_POGP37_2_GE02_14_18,99,TOWE,GE02,682.0,13121,2020-09-08
TOWE_POGP37_2_GE02_14_18,106,TOWE,GE02,1274.0,14395,2021-04-07
TOWE_POGP37_2_GE02_14_18,107,TOWE,GE02,1362.0,15757,2021-05-13
TOWE_POGP37_2_GE02_14_18,108,TOWE,GE02,1005.0,16762,2021-06-03
TOWE_POGP37_2_GE02_14_18,118,TOWE,GE02,854.0,17616,2022-04-19
TOWE_POGP37_2_GE02_14_18,119,TOWE,GE02,1426.0,19042,2022-05-10
TOWE_POGP37_2_GE02_14_18,120,TOWE,GE02,752.0,19794,2022-06-08
TOWE_POGP37_2_GE02_14_18,132,TOWE,GE02,1443.0,21237,2023-06-07
TOWE_POGP37_2_GE02_14_19,50,TOWE,GE02,311.0,311,2016-08-23
TOWE_POGP37_2_GE02_14_19,56,TOWE,GE02,240.0,551,2017-02-28
TOWE_POGP37_2_GE02_14_19,59,TOWE,GE02,344.0,895,2017-05-02
TOWE_POGP37_2_GE02_14_19,60,TOWE,GE02,387.0,1282,2017-06-06
TOWE_POGP37_2_GE02_14_19,62,TOWE,GE02,352.0,1634,2017-08-22
TOWE_POGP37_2_GE02_14_19,72,TOWE,GE02,391.0,2025,2018-06-26
TOWE_POGP37_2_GE02_14_19,79,TOWE,GE02,625.0,2650,2019-01-01
TOWE_POGP37_2_GE02_14_19,80,TOWE,GE02,713.0,3363,2019-02-11
TOWE_POGP37_2_GE02_14_19,81,TOWE,GE02,674.0,4037,2019-03-05
TOWE_POGP37_2_GE02_14_19,82,TOWE,GE02,517.0,4554,2019-04-02
TOWE_POGP37_2_GE02_14_19,91,TOWE,GE02,775.0,5329,2020-01-07
TOWE_POGP37_2_GE02_14_19,92,TOWE,GE02,850.0,6179,2020-02-04
TOWE_POGP37_2_GE02_14_19,93,TOWE,GE02,704.0,6883,2020-03-03
TOWE_POGP37_2_GE02_14_19,94,TOWE,GE02,730.0,7613,2020-04-07
TOWE_POGP37_2_GE02_14_19,105,TOWE,GE02,935.0,8548,2021-03-11
TOWE_POGP37_2_GE02_14_19,106,TOWE,GE02,846.0,9394,2021-04-01
TOWE_POGP37_2_GE02_14_19,107,TOWE,GE02,575.0,9969,2021-05-05
TOWE_POGP37_2_GE02_14_19,108,TOWE,GE02,766.0,10735,2021-06-03
TOWE_POGP37_2_GE02_14_19,118,TOWE,GE02,1046.0,11781,2022-04-26
TOWE_POGP37_2_GE02_14_19,119,TOWE,GE02,948.0,12729,2022-05-10
TOWE_POGP37_2_GE02_14_19,120,TOWE,GE02,786.0,13515,2022-06-08
TOWE_POGP37_2_GE02_14_19,130,TOWE,GE02,644.0,14159,2023-04-04
TOWE_POGP37_2_GE02_14_19,132,TOWE,GE02,414.0,14573,2023-06-07
TOWE_POGP37_2_GE02_15_20,42,TOWE,GE02,266.0,266,2015-12-28
TOWE_POGP37_2_GE02_15_20,46,TOWE,GE02,238.0,504,2016-04-05
TOWE_POGP37_2_GE02_15_20,47,TOWE,GE02,350.0,854,2016-05-03
TOWE_POGP37_2_GE02_15_20,48,TOWE,GE02,254.0,1108,2016-06-21
TOWE_POGP37_2_GE02_15_20,57,TOWE,GE02,398.0,1506,2017-03-28
TOWE_POGP37_2_GE02_15_20,58,TOWE,GE02,428.0,1934,2017-04-11
TOWE_POGP37_2_GE02_15_20,59,TOWE,GE02,415.0,2349,2017-05-09
TOWE_POGP37_2_GE02_15_20,60,TOWE,GE02,249.0,2598,2017-06-06
TOWE_POGP37_2_GE02_15_20,61,TOWE,GE02,130.0,2728,2017-07-04
TOWE_POGP37_2_GE02_15_20,64,TOWE,GE02,297.0,3025,2017-10-10
TOWE_POGP37_2_GE02_15_20,69,TOWE,GE02,662.0,3687,2018-03-06
TOWE_POGP37_2_GE02_15_20,73,TOWE,GE02,355.0,4042,2018-07-03
TOWE_POGP37_2_GE02_15_20,80,TOWE,GE02,772.0,4814,2019-02-05
TOWE_POGP37_2_GE02_15_20,82,TOWE,GE02,641.0,5455,2019-04-02
TOWE_POGP37_2_GE02_15_20,92,TOWE,GE02,802.0,6257,2020-02-19
TOWE_POGP37_2_GE02_15_20,93,TOWE,GE02,606.0,6863,2020-03-10
TOWE_POGP37_2_GE02_15_20,94,TOWE,GE02,987.0,7850,2020-04-07
TOWE_POGP37_2_GE02_15_20,99,TOWE,GE02,717.0,8567,2020-09-22
TOWE_POGP37_2_GE02_15_20,104,TOWE,GE02,655.0,9222,2021-02-25
TOWE_POGP37_2_GE02_15_20,105,TOWE,GE02,980.0,10202,2021-03-25
TOWE_POGP37_2_GE02_15_20,106,TOWE,GE02,890.0,11092,2021-04-07
TOWE_POGP37_2_GE02_15_20,108,TOWE,GE02,573.0,11665,2021-06-03
TOWE_POGP37_2_GE02_15_20,119,TOWE,GE02,1160.0,12825,2022-05-10
TOWE_POGP37_2_GE02_15_20,120,TOWE,GE02,752.0,13577,2022-06-08
TOWE_POGP37_2_GE02_15_20,130,TOWE,GE02,749.0,14326,2023-04-04
TOWE_POGP37_2_GE02_15_20,131,TOWE,GE02,995.0,15321,2023-05-16
TOWE_POGP37_2_GE06_24_18,46,TOWE,GE06,341.0,341,2016-04-12
TOWE_POGP37_2_GE06_24_18,47,TOWE,GE06,350.0,691,2016-05-03
TOWE_POGP37_2_GE06_24_18,59,TOWE,GE06,579.0,1270,2017-05-16
TOWE_POGP37_2_GE06_24_18,60,TOWE,GE06,506.0,1776,2017-06-13
TOWE_POGP37_2_GE06_24_18,61,TOWE,GE06,463.0,2239,2017-07-04
TOWE_POGP37_2_GE06_24_18,62,TOWE,GE06,391.0,2630,2017-08-01
TOWE_POGP37_2_GE06_24_18,68,TOWE,GE06,940.0,3570,2018-02-06
TOWE_POGP37_2_GE06_24_18,74,TOWE,GE06,1049.0,4619,2018-08-07
TOWE_POGP37_2_GE06_24_18,75,TOWE,GE06,972.0,5591,2018-09-04
TOWE_POGP37_2_GE06_24_18,81,TOWE,GE06,1225.0,6816,2019-03-05
TOWE_POGP37_2_GE06_24_18,82,TOWE,GE06,948.0,7764,2019-04-02
TOWE_POGP37_2_GE06_24_18,87,TOWE,GE06,255.0,8019,2019-09-03
TOWE_POGP37_2_GE06_24_18,88,TOWE,GE06,1075.0,9094,2019-10-22
TOWE_POGP37_2_GE06_24_18,91,TOWE,GE06,1160.0,10254,2020-01-07
TOWE_POGP37_2_GE06_24_18,92,TOWE,GE06,975.0,11229,2020-02-11
TOWE_POGP37_2_GE06_24_18,93,TOWE,GE06,1043.0,12272,2020-03-03
TOWE_POGP37_2_GE06_24_18,97,TOWE,GE06,712.0,12984,2020-07-28
TOWE_POGP37_2_GE06_24_18,98,TOWE,GE06,932.0,13916,2020-08-11
TOWE_POGP37_2_GE06_24_18,104,TOWE,GE06,980.0,14896,2021-02-18
TOWE_POGP37_2_GE06_24_18,105,TOWE,GE06,1140.0,16036,2021-03-18
TOWE_POGP37_2_GE06_24_18,106,TOWE,GE06,969.0,17005,2021-04-07
TOWE_POGP37_2_GE06_24_18,117,TOWE,GE06,3590.0,20595,2022-03-21
TOWE_POGP37_2_GE06_24_18,124,TOWE,GE06,845.0,21440,2022-10-04
TOWE_POGP37_2_GE06_24_18,126,TOWE,GE06,1879.0,23319,2022-12-27
TOWE_POGP37_2_GE06_24_18,128,TOWE,GE06,1091.0,24410,2023-02-07
TOWE_POGP37_2_GE06_24_18,131,TOWE,GE06,1597.0,26007,2023-05-02
TOWE_POGP37_2_GE06_24_18,139,TOWE,GE06,827.0,26834,2024-01-25
TOWE_POGP37_2_GE06_24_19,59,TOWE,GE06,391.0,391,2017-05-16
TOWE_POGP37_2_GE06_24_19,60,TOWE,GE06,399.0,790,2017-06-06
TOWE_POGP37_2_GE06_24_19,61,TOWE,GE06,343.0,1133,2017-07-04
TOWE_POGP37_2_GE06_24_19,62,TOWE,GE06,400.0,1533,2017-08-15
TOWE_POGP37_2_GE06_24_19,67,TOWE,GE06,513.0,2046,2018-01-09
TOWE_POGP37_2_GE06_24_19,71,TOWE,GE06,534.0,2580,2018-05-29
TOWE_POGP37_2_GE06_24_19,72,TOWE,GE06,551.0,3131,2018-06-12
TOWE_POGP37_2_GE06_24_19,73,TOWE,GE06,549.0,3680,2018-07-03
TOWE_POGP37_2_GE06_24_19,74,TOWE,GE06,723.0,4403,2018-08-07
TOWE_POGP37_2_GE06_24_19,80,TOWE,GE06,690.0,5093,2019-02-05
TOWE_POGP37_2_GE06_24_19,81,TOWE,GE06,737.0,5830,2019-03-12
TOWE_POGP37_2_GE06_24_19,90,TOWE,GE06,942.0,6772,2019-12-10
TOWE_POGP37_2_GE06_24_19,91,TOWE,GE06,984.0,7756,2020-01-07
TOWE_POGP37_2_GE06_24_19,93,TOWE,GE06,1009.0,8765,2020-03-10
TOWE_POGP37_2_GE06_24_19,97,TOWE,GE06,663.0,9428,2020-07-21
TOWE_POGP37_2_GE06_24_19,98,TOWE,GE06,882.0,10310,2020-08-04
TOWE_POGP37_2_GE06_24_19,103,TOWE,GE06,765.0,11075,2021-01-06
TOWE_POGP37_2_GE06_24_19,104,TOWE,GE06,314.0,11389,2021-02-04
TOWE_POGP37_2_GE06_24_19,105,TOWE,GE06,447.0,11836,2021-03-03
TOWE_POGP37_2_GE06_24_19,117,TOWE,GE06,741.0,12577,2022-03-14
TOWE_POGP37_2_GE06_24_19,118,TOWE,GE06,1293.0,13870,2022-04-05
TOWE_POGP37_2_GE06_24_19,119,TOWE,GE06,857.0,14727,2022-05-10
TOWE_POGP37_2_GE06_24_19,129,TOWE,GE06,889.0,15616,2023-03-29
TOWE_POGP37_2_GE06_24_19,130,TOWE,GE06,1283.0,16899,2023-04-12
TOWE_POGP37_2_GE06_24_20,56,TOWE,GE06,986.0,986,2017-02-07
TOWE_POGP37_2_GE06_24_20,57,TOWE,GE06,311.0,1297,2017-03-07
TOWE_POGP37_2_GE06_24_20,61,TOWE,GE06,447.0,1744,2017-07-04
TOWE_POGP37_2_GE06_24_20,69,TOWE,GE06,1205.0,2949,2018-03-06
TOWE_POGP37_2_GE06_24_20,79,TOWE,GE06,1272.0,4221,2019-01-29
TOWE_POGP37_2_GE06_24_20,80,TOWE,GE06,1420.0,5641,2019-02-05
TOWE_POGP37_2_GE06_24_20,81,TOWE,GE06,1352.0,6993,2019-03-05
TOWE_POGP37_2_GE06_24_20,82,TOWE,GE06,1056.0,8049,2019-04-02
TOWE_POGP37_2_GE06_24_20,92,TOWE,GE06,1020.0,9069,2020-02-04
TOWE_POGP37_2_GE06_24_20,93,TOWE,GE06,1452.0,10521,2020-03-03
TOWE_POGP37_2_GE06_24_20,103,TOWE,GE06,1396.0,11917,2021-01-21
TOWE_POGP37_2_GE06_24_20,104,TOWE,GE06,1742.0,13659,2021-02-04
TOWE_POGP37_2_GE06_24_20,105,TOWE,GE06,1177.0,14836,2021-03-11
TOWE_POGP37_2_GE06_24_20,118,TOWE,GE06,1339.0,16175,2022-04-05
TOWE_POGP37_2_GE06_24_20,130,TOWE,GE06,1013.0,17188,2023-04-04
TOWE_POGP37_2_GE06_24_20,140,TOWE,GE06,936.0,18124,2024-02-06
TOWE_POGP37_2_GE09_24_23,46,TOWE,GE09,464.0,464,2016-04-19
TOWE_POGP37_2_GE09_24_23,47,TOWE,GE09,638.0,1102,2016-05-10
TOWE_POGP37_2_GE09_24_23,48,TOWE,GE09,401.0,1503,2016-06-07
TOWE_POGP37_2_GE09_24_23,49,TOWE,GE09,448.0,1951,2016-07-19
TOWE_POGP37_2_GE09_24_23,58,TOWE,GE09,599.0,2550,2017-04-11
TOWE_POGP37_2_GE09_24_23,59,TOWE,GE09,657.0,3207,2017-05-02
TOWE_POGP37_2_GE09_24_23,64,TOWE,GE09,727.0,3934,2017-10-24
TOWE_POGP37_2_GE09_24_23,69,TOWE,GE09,929.0,4863,2018-03-06
TOWE_POGP37_2_GE09_24_23,70,TOWE,GE09,1326.0,6189,2018-04-03
TOWE_POGP37_2_GE09_24_23,71,TOWE,GE09,1143.0,7332,2018-05-01
TOWE_POGP37_2_GE09_24_23,82,TOWE,GE09,1008.0,8340,2019-04-16
TOWE_POGP37_2_GE09_24_23,83,TOWE,GE09,1502.0,9842,2019-05-07
TOWE_POGP37_2_GE09_24_23,95,TOWE,GE09,2030.0,11872,2020-05-12
TOWE_POGP37_2_GE09_24_23,96,TOWE,GE09,1349.0,13221,2020-06-02
TOWE_POGP37_2_GE09_24_23,107,TOWE,GE09,1681.0,14902,2021-05-20
TOWE_POGP37_2_GE09_24_23,108,TOWE,GE09,1085.0,15987,2021-06-03
TOWE_POGP37_2_GE09_24_23,109,TOWE,GE09,1379.0,17366,2021-07-08
TOWE_POGP37_2_GE09_24_23,121,TOWE,GE09,970.0,18336,2022-07-25
TOWE_POGP37_2_GE09_24_23,123,TOWE,GE09,612.0,18948,2022-09-08
TOWE_POGP37_2_GE09_24_23,132,TOWE,GE09,668.0,19616,2023-06-22
TOWE_POGP37_2_GE09_24_23,134,TOWE,GE09,912.0,20528,2023-08-08
TOWE_POGP37_2_GE09_24_25,46,TOWE,GE09,264.0,264,2016-04-19
TOWE_POGP37_2_GE09_24_25,47,TOWE,GE09,340.0,604,2016-05-03
TOWE_POGP37_2_GE09_24_25,70,TOWE,GE09,587.0,1191,2018-04-03
TOWE_POGP37_2_GE09_24_25,80,TOWE,GE09,870.0,2061,2019-02-05
TOWE_POGP37_2_GE09_24_25,90,TOWE,GE09,1376.0,3437,2019-12-31
TOWE_POGP37_2_GE09_24_25,94,TOWE,GE09,1187.0,4624,2020-04-15
TOWE_POGP37_2_GE09_24_25,95,TOWE,GE09,1151.0,5775,2020-05-05
TOWE_POGP37_2_GE09_24_25,97,TOWE,GE09,899.0,6674,2020-07-28
TOWE_POGP37_2_GE09_24_25,98,TOWE,GE09,900.0,7574,2020-08-25
TOWE_POGP37_2_GE09_24_25,99,TOWE,GE09,1110.0,8684,2020-09-08
TOWE_POGP37_2_GE09_24_25,100,TOWE,GE09,1162.0,9846,2020-10-20
TOWE_POGP37_2_GE09_24_25,105,TOWE,GE09,1220.0,11066,2021-03-18
TOWE_POGP37_2_GE09_24_25,106,TOWE,GE09,1424.0,12490,2021-04-01
TOWE_POGP37_2_GE09_24_25,107,TOWE,GE09,1294.0,13784,2021-05-13
TOWE_POGP37_2_GE09_24_25,117,TOWE,GE09,1779.0,15563,2022-03-21
TOWE_POGP37_2_GE09_24_25,119,TOWE,GE09,770.0,16333,2022-05-10
TOWE_POGP37_2_GE09_24_25,120,TOWE,GE09,1342.0,17675,2022-06-08
TOWE_POGP37_2_GE09_24_25,131,TOWE,GE09,2058.0,19733,2023-05-16
TOWE_POGP37_2_GE12_3_29,46,TOWE,GE12,373.0,373,2016-04-05
TOWE_POGP37_2_GE12_3_29,60,TOWE,GE12,438.0,811,2017-06-20
TOWE_POGP37_2_GE12_3_29,61,TOWE,GE12,480.0,1291,2017-07-04
TOWE_POGP37_2_GE12_3_29,63,TOWE,GE12,595.0,1886,2017-09-12
TOWE_POGP37_2_GE12_3_29,64,TOWE,GE12,687.0,2573,2017-10-03
TOWE_POGP37_2_GE12_3_29,65,TOWE,GE12,531.0,3104,2017-11-07
TOWE_POGP37_2_GE12_3_29,66,TOWE,GE12,683.0,3787,2017-12-05
TOWE_POGP37_2_GE12_3_29,75,TOWE,GE12,556.0,4343,2018-09-04
TOWE_POGP37_2_GE12_3_29,77,TOWE,GE12,682.0,5025,2018-11-13
TOWE_POGP37_2_GE12_3_29,80,TOWE,GE12,669.0,5694,2019-02-11
TOWE_POGP37_2_GE12_3_29,81,TOWE,GE12,1004.0,6698,2019-03-05
TOWE_POGP37_2_GE12_3_29,82,TOWE,GE12,968.0,7666,2019-04-02
TOWE_POGP37_2_GE12_3_29,91,TOWE,GE12,1211.0,8877,2020-01-28
TOWE_POGP37_2_GE12_3_29,93,TOWE,GE12,1050.0,9927,2020-03-10
TOWE_POGP37_2_GE12_3_29,100,TOWE,GE12,900.0,10827,2020-10-06
TOWE_POGP37_2_GE12_3_29,106,TOWE,GE12,1009.0,11836,2021-04-14
TOWE_POGP37_2_GE12_3_29,119,TOWE,GE12,1259.0,13095,2022-05-10
TOWE_POGP37_2_GE12_3_29,120,TOWE,GE12,741.0,13836,2022-06-08
TOWE_POGP37_2_GE12_3_29,121,TOWE,GE12,605.0,14441,2022-07-25
TOWE_POGP37_2_GE12_3_29,131,TOWE,GE12,1400.0,15841,2023-05-30
TOWE_POGP37_2_GE12_3_29,132,TOWE,GE12,1510.0,17351,2023-06-07
TOWE_POGP37_2_GE12_4_28,44,TOWE,GE12,227.0,227,2016-02-09
TOWE_POGP37_2_GE12_4_28,46,TOWE,GE12,302.0,529,2016-04-12
TOWE_POGP37_2_GE12_4_28,59,TOWE,GE12,480.0,1009,2017-05-16
TOWE_POGP37_2_GE12_4_28,60,TOWE,GE12,455.0,1464,2017-06-06
TOWE_POGP37_2_GE12_4_28,64,TOWE,GE12,500.0,1964,2017-10-03
TOWE_POGP37_2_GE12_4_28,65,TOWE,GE12,592.0,2556,2017-11-07
TOWE_POGP37_2_GE12_4_28,66,TOWE,GE12,493.0,3049,2017-12-12
TOWE_POGP37_2_GE12_4_28,73,TOWE,GE12,624.0,3673,2018-07-24
TOWE_POGP37_2_GE12_4_28,74,TOWE,GE12,577.0,4250,2018-08-07
TOWE_POGP37_2_GE12_4_28,75,TOWE,GE12,641.0,4891,2018-09-04
TOWE_POGP37_2_GE12_4_28,82,TOWE,GE12,963.0,5854,2019-04-02
TOWE_POGP37_2_GE12_4_28,89,TOWE,GE12,854.0,6708,2019-11-05
TOWE_POGP37_2_GE12_4_28,90,TOWE,GE12,894.0,7602,2019-12-31
TOWE_POGP37_2_GE12_4_28,93,TOWE,GE12,870.0,8472,2020-03-10
TOWE_POGP37_2_GE12_4_28,97,TOWE,GE12,1102.0,9574,2020-07-07
TOWE_POGP37_2_GE12_4_28,99,TOWE,GE12,951.0,10525,2020-09-15
TOWE_POGP37_2_GE12_4_28,100,TOWE,GE12,1171.0,11696,2020-10-06
TOWE_POGP37_2_GE12_4_28,101,TOWE,GE12,1091.0,12787,2020-11-02
TOWE_POGP37_2_GE12_4_28,102,TOWE,GE12,1132.0,13919,2020-12-23
TOWE_POGP37_2_GE12_4_28,105,TOWE,GE12,791.0,14710,2021-03-25
TOWE_POGP37_2_GE12_4_28,106,TOWE,GE12,713.0,15423,2021-04-01
TOWE_POGP37_2_GE12_4_28,107,TOWE,GE12,755.0,16178,2021-05-05
TOWE_POGP37_2_GE12_4_28,118,TOWE,GE12,1255.0,17433,2022-04-05
TOWE_POGP37_2_GE12_4_28,121,TOWE,GE12,677.0,18110,2022-07-25
TOWE_POGP37_2_GE12_4_28,130,TOWE,GE12,1294.0,19404,2023-04-26
TOWE_POGP37_2_GE12_4_28,131,TOWE,GE12,739.0,20143,2023-05-02
TOWE_POGP37_2_GE12_4_28,135,TOWE,GE12,878.0,21021,2023-09-07
TOWE_POGP37_2_GE12_4_29,47,TOWE,GE12,338.0,338,2016-05-10
TOWE_POGP37_2_GE12_4_29,49,TOWE,GE12,185.0,523,2016-07-19
TOWE_POGP37_2_GE12_4_29,56,TOWE,GE12,367.0,890,2017-02-14
TOWE_POGP37_2_GE12_4_29,59,TOWE,GE12,556.0,1446,2017-05-09
TOWE_POGP37_2_GE12_4_29,60,TOWE,GE12,507.0,1953,2017-06-06
TOWE_POGP37_2_GE12_4_29,61,TOWE,GE12,530.0,2483,2017-07-11
TOWE_POGP37_2_GE12_4_29,62,TOWE,GE12,320.0,2803,2017-08-08
TOWE_POGP37_2_GE12_4_29,63,TOWE,GE12,556.0,3359,2017-09-27
TOWE_POGP37_2_GE12_4_29,70,TOWE,GE12,136.0,3495,2018-04-24
TOWE_POGP37_2_GE12_4_29,73,TOWE,GE12,522.0,4017,2018-07-10
TOWE_POGP37_2_GE12_4_29,74,TOWE,GE12,966.0,4983,2018-08-21
TOWE_POGP37_2_GE12_4_29,75,TOWE,GE12,583.0,5566,2018-09-11
TOWE_POGP37_2_GE12_4_29,76,TOWE,GE12,423.0,5989,2018-10-23
TOWE_POGP37_2_GE12_4_29,81,TOWE,GE12,963.0,6952,2019-03-05
TOWE_POGP37_2_GE12_4_29,82,TOWE,GE12,845.0,7797,2019-04-02
TOWE_POGP37_2_GE12_4_29,86,TOWE,GE12,926.0,8723,2019-08-27
TOWE_POGP37_2_GE12_4_29,87,TOWE,GE12,950.0,9673,2019-09-10
TOWE_POGP37_2_GE12_4_29,93,TOWE,GE12,1121.0,10794,2020-03-10
TOWE_POGP37_2_GE12_4_29,94,TOWE,GE12,967.0,11761,2020-04-07
TOWE_POGP37_2_GE12_4_29,99,TOWE,GE12,793.0,12554,2020-09-15
TOWE_POGP37_2_GE12_4_29,100,TOWE,GE12,1130.0,13684,2020-10-06
TOWE_POGP37_2_GE12_4_29,105,TOWE,GE12,840.0,14524,2021-03-18
TOWE_POGP37_2_GE12_4_29,106,TOWE,GE12,929.0,15453,2021-04-01
TOWE_POGP37_2_GE12_4_29,112,TOWE,GE12,950.0,16403,2021-10-06
TOWE_POGP37_2_GE12_4_29,113,TOWE,GE12,1009.0,17412,2021-11-16
TOWE_POGP37_2_GE12_4_29,117,TOWE,GE12,885.0,18297,2022-03-14
TOWE_POGP37_2_GE12_4_29,118,TOWE,GE12,1108.0,19405,2022-04-05
TOWE_POGP37_2_GE12_4_29,131,TOWE,GE12,1510.0,20915,2023-05-02
TOWE_POGP37_2_GE12_4_29,132,TOWE,GE12,974.0,21889,2023-06-07
TOWE_POGP37_2_GE12_4_30,60,TOWE,GE12,310.0,310,2017-06-20
TOWE_POGP37_2_GE12_4_30,61,TOWE,GE12,367.0,677,2017-07-25
TOWE_POGP37_2_GE12_4_30,64,TOWE,GE12,432.0,1109,2017-10-03
TOWE_POGP37_2_GE12_4_30,76,TOWE,GE12,530.0,1639,2018-10-09
TOWE_POGP37_2_GE12_4_30,86,TOWE,GE12,1292.0,2931,2019-08-20
TOWE_POGP37_2_GE12_4_30,88,TOWE,GE12,1132.0,4063,2019-10-01
TOWE_POGP37_2_GE12_4_30,89,TOWE,GE12,1040.0,5103,2019-11-05
TOWE_POGP37_2_GE12_4_30,90,TOWE,GE12,850.0,5953,2019-12-10
TOWE_POGP37_2_GE12_4_30,105,TOWE,GE12,1042.0,6995,2021-03-11
TOWE_POGP37_2_GE12_4_30,106,TOWE,GE12,518.0,7513,2021-04-14
TOWE_POGP37_2_GE12_4_30,111,TOWE,GE12,817.0,8330,2021-09-08
TOWE_POGP37_2_GE12_4_30,119,TOWE,GE12,308.0,8638,2022-05-30
TOWE_POGP37_2_GE12_4_30,132,TOWE,GE12,966.0,9604,2023-06-27
TOWE_POGP37_3_GE02_24_3,68,TOWE,GE02,1004.0,1004,2018-02-28
TOWE_POGP37_3_GE02_24_3,69,TOWE,GE02,685.0,1689,2018-03-07
TOWE_POGP37_3_GE02_24_3,76,TOWE,GE02,739.0,2428,2018-10-24
TOWE_POGP37_3_GE02_24_3,79,TOWE,GE02,809.0,3237,2019-01-09
TOWE_POGP37_3_GE02_24_3,80,TOWE,GE02,762.0,3999,2019-02-06
TOWE_POGP37_3_GE02_24_3,81,TOWE,GE02,925.0,4924,2019-03-06
TOWE_POGP37_3_GE02_24_3,82,TOWE,GE02,783.0,5707,2019-04-02
TOWE_POGP37_3_GE02_24_3,83,TOWE,GE02,757.0,6464,2019-05-01
TOWE_POGP37_3_GE02_24_3,92,TOWE,GE02,2253.0,8717,2020-02-05
TOWE_POGP37_3_GE02_24_3,93,TOWE,GE02,1280.0,9997,2020-03-18
TOWE_POGP37_3_GE02_24_3,94,TOWE,GE02,1250.0,11247,2020-04-01
TOWE_POGP37_3_GE02_24_3,106,TOWE,GE02,1018.0,12265,2021-04-01
TOWE_POGP37_3_GE02_24_3,107,TOWE,GE02,994.0,13259,2021-05-05
TOWE_POGP37_3_GE02_24_3,118,TOWE,GE02,733.0,13992,2022-04-20
TOWE_POGP37_3_GE02_24_3,119,TOWE,GE02,1328.0,15320,2022-05-11
TOWE_POGP37_3_GE02_24_3,132,TOWE,GE02,1247.0,16567,2023-06-01
TOWE_POGP37_3_GE02_24_3,139,TOWE,GE02,941.0,17508,2024-01-31
TOWE_POGP37_3_GE02_24_5,69,TOWE,GE02,780.0,780,2018-03-07
TOWE_POGP37_3_GE02_24_5,72,TOWE,GE02,432.0,1212,2018-06-06
TOWE_POGP37_3_GE02_24_5,76,TOWE,GE02,580.0,1792,2018-10-17
TOWE_POGP37_3_GE02_24_5,77,TOWE,GE02,796.0,2588,2018-11-07
TOWE_POGP37_3_GE02_24_5,80,TOWE,GE02,618.0,3206,2019-02-06
TOWE_POGP37_3_GE02_24_5,81,TOWE,GE02,850.0,4056,2019-03-06
TOWE_POGP37_3_GE02_24_5,91,TOWE,GE02,1029.0,5085,2020-01-07
TOWE_POGP37_3_GE02_24_5,92,TOWE,GE02,894.0,5979,2020-02-12
TOWE_POGP37_3_GE02_24_5,93,TOWE,GE02,1131.0,7110,2020-03-04
TOWE_POGP37_3_GE02_24_5,94,TOWE,GE02,993.0,8103,2020-04-01
TOWE_POGP37_3_GE02_24_5,97,TOWE,GE02,500.0,8603,2020-07-15
TOWE_POGP37_3_GE02_24_5,99,TOWE,GE02,1041.0,9644,2020-09-02
TOWE_POGP37_3_GE02_24_5,105,TOWE,GE02,764.0,10408,2021-03-03
TOWE_POGP37_3_GE02_24_5,106,TOWE,GE02,1094.0,11502,2021-04-08
TOWE_POGP37_3_GE02_24_5,107,TOWE,GE02,669.0,12171,2021-05-05
TOWE_POGP37_3_GE02_24_5,108,TOWE,GE02,720.0,12891,2021-06-09
TOWE_POGP37_3_GE02_24_5,119,TOWE,GE02,962.0,13853,2022-05-05
TOWE_POGP37_3_GE02_24_5,132,TOWE,GE02,881.0,14734,2023-06-01
TOWE_POGP37_3_GE02_24_5,139,TOWE,GE02,595.0,15329,2024-01-31
TOWE_POGP37_3_GE06_34_4,68,TOWE,GE06,716.0,716,2018-02-28
TOWE_POGP37_3_GE06_34_4,69,TOWE,GE06,585.0,1301,2018-03-07
TOWE_POGP37_3_GE06_34_4,72,TOWE,GE06,501.0,1802,2018-06-27
